,title,street,city,country_code,address_text,marker_icon,workplace_type,company_name,company_url,company_size,experience_level,latitude,longitude,published_at,remote_interview,id,employment_types,company_logo_url,skills,remote,min_salary,max_salary,b2b,permament,mandate_contract,react,angular,vue,sum_of_skill_levels
21,Junior/Mid Frontend Developer,ul. Poniatowskiego 1/K4,Warszawa,PL,"ul. Poniatowskiego 1/K4, Warszawa",javascript,remote,Mobile Reality,https://mobilereality.pl,27,mid,52.2405538,21.0487787,2022-02-18T15:00:15.371Z,True,mobile-reality-junior-mid-frontend-developer-warszawa,"[{""type"": ""b2b"", ""salary"": {""from"": 8000, ""to"": 12000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/fea344084b16d1bc68a480f40c45f8a3acaa4923.png?1643899734,"[{""name"": ""ReactJS"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 3}, {""name"": ""HTML"", ""level"": 4}]",True,8000.0,12000.0,1,0,0,1,0,0,10
22,Engineering Lead,Małe Garbary 9,Poznań,PL,"Małe Garbary 9, Poznań",javascript,remote,Netguru,http://netguru.com,800+,senior,52.4120673,16.9383625,2022-02-18T15:00:15.371Z,True,netguru-engineering-lead-poznan,"[{""type"": ""b2b"", ""salary"": {""from"": 23000, ""to"": 29000, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 19200, ""to"": 24200, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/e99f58a11957ee77157cff8a1fd1736de4cff5aa.jpg?1643120080,"[{""name"": ""Frontend/Backend/Mobile"", ""level"": 5}]",True,19200.0,24200.0,1,1,0,0,0,0,5
23,Frontend Developer JS/Vue.js ,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,Fairbox,https://fairbox.biz/,<200,mid,52.2302091,21.0113922,2022-02-18T15:00:15.371Z,True,fairbox-frontend-developer-js-vue-js-zdalnie-warszawa,"[{""type"": ""b2b"", ""salary"": {""from"": 8000, ""to"": 14000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/10b977e8436d0e9c669050e499e31961934e44a9.jpg?1641906442,"[{""name"": ""CSS3"", ""level"": 4}, {""name"": ""HTML5"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}]",True,8000.0,14000.0,1,0,0,0,0,1,12
24,"Senior Frontend Developer, React",plac Jana Pawła II 14,Wrocław,PL,"plac Jana Pawła II 14, Wrocław",javascript,remote,Centra,http://www.centra.com,35+,senior,51.1125161,17.0242562,2022-02-18T14:59:58.822Z,True,centra-senior-frontend-developer-react-wroclaw,"[{""type"": ""b2b"", ""salary"": {""from"": 16000, ""to"": 26000, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 14000, ""to"": 21600, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/3f4613afd618d19d5b6b3aed1560d261817ef7a6.jpg?1643186445,"[{""name"": ""HTML5"", ""level"": 5}, {""name"": ""ReactJS"", ""level"": 5}, {""name"": ""JS"", ""level"": 5}]",True,14000.0,21600.0,1,1,0,1,0,0,15
25,Senior Frontend Software Engineer,Centrum,Katowice,PL,"Centrum, Katowice",javascript,partly_remote,VOLT,https://www.volt.io/,100,senior,50.2609669,19.0333935,2022-02-18T14:20:21.801Z,True,volt-senior-frontend-software-engineer-katowice,"[{""type"": ""b2b"", ""salary"": {""from"": 16000, ""to"": 22000, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 14500, ""to"": 20000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/954f26bde4f470ee2e390b47ee12f1e8d4b039f5.png?1640011761,"[{""name"": ""Clean Code"", ""level"": 5}, {""name"": ""TypeScript"", ""level"": 5}, {""name"": ""JavaScript"", ""level"": 5}]",False,14500.0,20000.0,1,1,0,0,0,0,15
26,Junior Frontend (React) Engineer,Bobrzyńskiego 25,Kraków,PL,"Bobrzyńskiego 25, Kraków",javascript,remote,HexOcean sp z.o.o.,https://hexocean.com/,10-23,junior,50.0211514,19.8997189,2022-02-18T14:20:00.000Z,True,hexocean-sp-z-o-o-junior-frontend-react-engineer,"[{""type"": ""b2b"", ""salary"": {""from"": 4000, ""to"": 8000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/c99991af694dee8da7ace5b0760a8ab4ac3b85ab.png?1622626111,"[{""name"": ""React"", ""level"": 2}, {""name"": ""JavaScript"", ""level"": 2}, {""name"": ""English"", ""level"": 3}]",True,4000.0,8000.0,1,0,0,1,0,0,7
27,Frontend Developer,Podstolińska,Poznań,PL,"Podstolińska, Poznań",javascript,remote,ICEO - Venture Builder,http://iceo.co,40+,mid,52.3994306,16.8716432,2022-02-18T14:00:16.144Z,True,iceo-venture-builder-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 8000, ""to"": 12000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/d9f6a9297b83730ca9be6d05afb33cfaa95c26bf.png?1644328252,"[{""name"": ""HTML5"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 3}, {""name"": ""React"", ""level"": 3}]",True,8000.0,12000.0,1,0,0,1,0,0,9
28,Frontend Developer REMOTE,Wołoska 5,Warszawa,PL,"Wołoska 5, Warszawa",javascript,remote,makeitright,http://www.makeitright.pl,200,mid,52.1809102,20.9999915,2022-02-18T14:00:16.144Z,True,makeitright-frontend-developer-remote,"[{""type"": ""b2b"", ""salary"": {""from"": 17000, ""to"": 25000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/8bed3d911092c19e5aff09dae9de21e52c08778f.png?1643635060,"[{""name"": ""JavaScript"", ""level"": 4}, {""name"": ""React"", ""level"": 4}, {""name"": ""Angular"", ""level"": 4}]",True,17000.0,25000.0,1,0,0,1,1,0,12
29,Open Source Senior Frontend (React) Engineer,Bobrzyńskiego 25,Kraków,PL,"Bobrzyńskiego 25, Kraków",javascript,remote,HexOcean sp z.o.o.,https://hexocean.com/,10-23,senior,50.0211514,19.8997189,2022-02-18T13:07:00.000Z,True,hexocean-sp-z-o-o-senior-frontend-react-engineer,"[{""type"": ""b2b"", ""salary"": {""from"": 13000, ""to"": 20000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/e420e6ad013216b09e0144828d1c3aacad99538a.png?1623939807,"[{""name"": ""Polish"", ""level"": 3}, {""name"": ""React"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 3}]",True,13000.0,20000.0,1,0,0,1,0,0,9
30,Frontend Developer (React.js),Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,Divante,http://www.divante.com,300+,mid,52.2302091,21.0113922,2022-02-18T13:00:19.353Z,True,divante-frontend-developer-react-js,"[{""type"": ""b2b"", ""salary"": {""from"": 11760, ""to"": 23520, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/cf44f43cdf9c73e21c8f720b70311c2e5016613e.png?1640185113,"[{""name"": ""TypeScript"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 3}, {""name"": ""ReactJS"", ""level"": 3}]",True,11760.0,23520.0,1,0,0,1,0,0,9
31,Senior Frontend Engineer,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,MillionPugs,http://www.millionpugs.com,20-30,senior,52.2293754,21.0131961,2022-02-18T13:00:19.353Z,True,millionpugs-senior-frontend-software-engineer,"[{""type"": ""b2b"", ""salary"": {""from"": 5400, ""to"": 7500, ""currency"": ""usd""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/2fa13ddd2efbd8efe5d502cefdcb534e3327d0d9.png?1623224177,"[{""name"": ""CSS3"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 5}, {""name"": ""React"", ""level"": 5}]",True,5400.0,30000.0,1,0,0,1,0,0,14
32,Frontend Software Engineer,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,MillionPugs,http://www.millionpugs.com,20-30,mid,52.2296756,21.0122287,2022-02-18T13:00:19.353Z,True,millionpugs-frontend-soft-engineer,"[{""type"": ""b2b"", ""salary"": {""from"": 4600, ""to"": 6200, ""currency"": ""usd""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/9a1c765860ad8d297ed4feae2bf9c0e9f3b9c435.png?1623153913,"[{""name"": ""CSS"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""React"", ""level"": 4}]",True,4600.0,24800.0,1,0,0,1,0,0,12
33,"Frontend Developer - TS, React, Crypto",Wołoska 18,Warszawa,PL,"Wołoska 18, Warszawa",javascript,remote,WAYF,https://wayfdigital.com,11-50,senior,52.1822197,21.0032083,2022-02-18T13:00:19.353Z,True,wayf-frontend-developer-ts-react-crypto-warszawa,"[{""type"": ""b2b"", ""salary"": {""from"": 13000, ""to"": 18000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/79b016ff588789c8be099b55d5f6d10c88d8d98f.png?1642157997,"[{""name"": ""React"", ""level"": 3}, {""name"": ""TypeScript"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 4}]",True,13000.0,18000.0,1,0,0,1,0,0,10
34,"Mid Frontend Developer-TS, React, Crypto",Wołoska 18,Warszawa,PL,"Wołoska 18, Warszawa",javascript,remote,WAYF,https://wayfdigital.com,11-50,mid,52.1822197,21.0032083,2022-02-18T13:00:19.353Z,True,wayf-mid-frontend-developer-ts-react-crypto,"[{""type"": ""b2b"", ""salary"": {""from"": 7000, ""to"": 13000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/3706dbc8786e5748affbe588621b0a5af377b577.png?1642157718,"[{""name"": ""React"", ""level"": 3}, {""name"": ""TypeScript"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 4}]",True,7000.0,13000.0,1,0,0,1,0,0,10
35,Software Engineer Frontend,Lubicz 17G,Kraków,PL,"Lubicz 17G, Kraków",javascript,remote,Codewise (CentralNic Poland),https://codewise.com/,180,mid,50.0642765,19.9479948,2022-02-18T13:00:19.353Z,True,codewise-centralnic-poland-software-engineer-front-end,"[{""type"": ""b2b"", ""salary"": {""from"": 17000, ""to"": 21000, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 15000, ""to"": 18000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/1354cc53d4a0782c4db5e897e709a6ebdd53f39b.png?1643891034,"[{""name"": ""Angular"", ""level"": 3}, {""name"": ""TypeScript"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 4}]",True,15000.0,18000.0,1,1,0,0,1,0,10
36,Junior Frontend Developer,Grabiszyńska 186/2B/2,Wrocław,PL,"Grabiszyńska 186/2B/2, Wrocław",javascript,partly_remote,VSC,http://www.secretclient.com,30-50,junior,51.0970305,16.9906251,2022-02-18T12:15:57.174Z,True,vsc-junior-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 5000, ""to"": 8000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/f9f78764e4b293fabcde7ee63e7e929d1b592a49.jpg?1645185783,"[{""name"": ""Bootstrap"", ""level"": 2}, {""name"": ""CSS"", ""level"": 3}, {""name"": ""HTML"", ""level"": 3}]",False,5000.0,8000.0,1,0,0,0,0,0,8
37,Frontend Developer,Jana Pawła II 61,Warszawa,PL,"Jana Pawła II 61, Warszawa",javascript,remote,Sellions,https://sellions.com,20-30,mid,52.2452495,20.9908202,2022-02-18T12:05:36.175Z,True,sellions-remote-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 13000, ""to"": 17000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/e1814252a09a0d52e0765681ce0ad443517d467e.png?1619531127,"[{""name"": ""Angular"", ""level"": 3}, {""name"": ""REST"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}]",True,13000.0,17000.0,1,0,0,0,1,0,11
38,Senior Frontend Developer,-,Zielona Góra,PL,"-, Zielona Góra",javascript,partly_remote,Cloudinary,https://cloudinary.com/,400,senior,51.9356214,15.5061862,2022-02-18T12:00:34.453Z,True,cloudinary-senior-frontend-developer-zielona-gora,"[{""type"": ""b2b"", ""salary"": {""from"": 24000, ""to"": 33000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/aee5ccfedc05d45b7c134ecf885629f4dc1010c4.png?1644316516,"[{""name"": ""HTML5"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""TypeScript"", ""level"": 4}]",False,24000.0,33000.0,1,0,0,0,0,0,12
